description,location,start_time,name,start_order,result_order,nat,shooting,total,total_time
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,EDER Mari,14,32,FIN,0+1+0+2,3,47:36.3
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,EDER Simon,52,22,AUT,0+1+0+0,1,52:12.7
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,FEMLING Peppe,64,45,SWE,1+0,1,26:28.1
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,SWEDEN,21,1,SWE,0+2 0+6,0+8,1:12:44.5
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,SWEDEN,31,2,SWE,0+5 0+5,0+10,1:17:00.2
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,BANKES Megan,77,70,CAN,1+1,2,23:44.5
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,MIRONOVA Svetlana,10,14,RUS,0+1+2+1,4,32:55.8
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,PAVLOVA Evgeniya,5,33,RUS,0+1+1+1,3,47:41.1
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,DALE Johannes,9,23,NOR,1+0+0+1,2,52:13.4
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,RUNNALLS Adam,92,46,CAN,0+0,0,26:29.1
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,SKOTTHEIM Johanna,22,1,SWE,0+0 0+2,0+2,17:53.6
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,FEMLING Peppe,32,2,SWE,0+3 0+1,0+4,19:35.4
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,SEMERENKO Vita,81,71,UKR,1+1,2,23:47.0
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,HAUSER Lisa Theresa,43,15,AUT,0+0+1+1,2,33:02.7
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,GASPARIN Aita,4,34,SUI,0+1+1+0,2,47:45.1
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,BOCHARNIKOV Sergey,22,24,BLR,1+1+0+1,3,52:22.9
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,FRATZSCHER Lucas,96,47,GER,0+2,2,26:33.3
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,BRORSSON Mona,23,1,SWE,0+1 0+1,0+2,36:27.1
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,NELIN Jesper,33,2,SWE,0+1 0+2,0+3,38:53.9
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,LARDSCHNEIDER Irene,68,72,ITA,1+1,2,23:47.1
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,KAZAKEVICH Irina,13,16,RUS,1+0+1+1,3,33:03.1
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,EGAN Clare,11,35,USA,0+1+1+0,2,47:45.8
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,NORDGREN Leif,14,25,USA,1+0+0+0,1,52:33.4
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,NORDGREN Leif,26,48,USA,1+1,2,26:34.0
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,OEBERG Elvira,24,1,SWE,0+1 0+2,0+3,55:03.7
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,PONSILUOMA Martin,34,2,SWE,0+1 0+1,0+2,58:06.2
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,ZDRAVKOVA Maria,90,73,BUL,0+0,0,23:48.8
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,SIMON Julia,56,17,FRA,0+1+1+0,2,33:07.8
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,HETTICH Janina,47,36,GER,0+1+0+1,2,47:50.2
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,ELISEEV Matvey,21,26,RUS,1+0+0+0,1,52:37.2
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,LEITNER Felix,37,49,AUT,0+3,3,26:34.1
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,OEBERG Hanna,25,1,SWE,0+0 0+1,0+1,1:12:44.5
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,SAMUELSSON Sebastian,35,2,SWE,0+0 0+1,0+1,1:17:00.2
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,VORONINA Tamara,87,74,RUS,1+2,3,23:51.4
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,HINZ Vanessa,34,18,GER,0+0+1+0,1,33:10.7
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,HINZ Vanessa,10,37,GER,0+1+1+0,2,47:51.4
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,PRYMA Artem,5,27,UKR,2+0+0+0,2,52:40.4
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,BAUER Klemen,40,50,SLO,2+2,4,26:37.1
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,SAMUELSSON Sebastian,18,1,SWE,0+0+0+1,1,32:26.7
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,FRANCE,16,2,FRA,0+0 0+9,0+9,1:12:54.1
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,GERMANY,11,3,GER,0+1 0+8,0+9,1:17:12.7
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,HACHISUKA Asuka,91,75,JPN,0+0,0,23:52.9
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,HAECKI Lena,52,19,SUI,0+0+1+1,2,33:18.4
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,HAUSER Lisa Theresa,21,38,AUT,0+0+3+1,4,47:52.4
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,REES Roman,69,28,GER,0+0+1+1,2,52:52.5
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,SIMA Michal,74,50,SVK,0+0,0,26:37.1
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,CLAUDE Fabien,11,2,FRA,2+1+0+0,3,32:42.5
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,BESCOND Anais,17,2,FRA,0+0 0+3,0+3,18:16.4
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,LESSER Erik,12,3,GER,0+1 0+3,0+4,18:57.0
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,REID Joanne,70,76,USA,1+2,3,24:00.5
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,WIERER Dorothea,28,20,ITA,0+0+1+2,3,33:21.2
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,CHEVALIER Chloe,58,39,FRA,1+1+0+1,3,48:02.0
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,DOLL Benedikt,33,29,GER,0+0+2+1,3,52:54.3
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,GOW Christian,21,52,CAN,0+1,1,26:39.1
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,BOE Johannes Thingnes,3,3,NOR,0+0+1+2,3,32:46.2
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,CHEVALIER-BOUCHET Anais,18,2,FRA,0+0 0+1,0+1,36:18.0
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,REES Roman,13,3,GER,0+0 0+2,0+2,38:20.4
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,KLEMENCIC Polona,73,77,SLO,2+0,2,24:03.2
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,CHEVALIER-BOUCHET Anais,2,21,FRA,1+2+4+0,7,33:22.1
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,HAECKI Lena,13,40,SUI,1+1+0+1,3,48:18.9
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,KOMATZ David,76,30,AUT,0+0+1+0,1,52:58.3
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,ILIEV Vladimir,6,53,BUL,2+2,4,26:40.4
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,OEBERG Hanna,29,1,SWE,0+0,0,21:11.5
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,LAEGREID Sturla Holm,22,4,NOR,0+1+0+0,1,32:50.6
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,CHEVALIER Chloe,19,2,FRA,0+0 0+2,0+2,55:14.7
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,PEIFFER Arnd,14,3,GER,0+0 0+1,0+1,57:49.4
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,MINKKINEN Suvi,57,78,FIN,1+1,2,24:03.7
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,DAVIDOVA Marketa,6,22,CZE,1+2+2+1,6,33:28.8
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,KADEVA Daniela,69,41,BUL,0+0+0+0,0,48:19.0
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,LEMMERER Harald,39,31,AUT,1+0+0+0,1,53:01.6
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,HARJULA Tuomas,82,54,FIN,1+0,1,26:43.1
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,CHEVALIER-BOUCHET Anais,3,2,FRA,0+0,0,21:21.1
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,DOLL Benedikt,8,5,GER,1+0+0+1,2,32:54.6
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,BRAISAZ-BOUCHET Justine,20,2,FRA,0+0 0+3,0+3,1:12:54.1
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,DOLL Benedikt,15,3,GER,0+0 0+2,0+2,1:17:12.7
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,DUNKLEE Susan,40,79,USA,1+2,3,24:06.0
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,BRORSSON Mona,14,23,SWE,2+0+2+1,5,33:32.1
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,PUSKARCIKOVA Eva,38,42,CZE,2+0+1+0,3,48:25.2
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,NELIN Jesper,13,32,SWE,1+1+0+2,4,53:02.4
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,DOMBROVSKI Karol,76,55,LTU,0+3,3,26:45.2
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,OEBERG Elvira,50,3,SWE,0+1,1,21:39.4
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,FAK Jakov,6,6,SLO,0+0+0+1,1,33:04.0
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,GERMANY,11,3,GER,0+3 0+9,0+12,1:13:28.4
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,RUSSIA,16,4,RUS,0+0 0+7,0+7,1:17:29.0
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,BEAUDRY Sarah,66,80,CAN,4+0,4,24:09.5
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,PERSSON Linn,40,24,SWE,0+1+0+2,3,33:33.2
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,HOEGBERG Elisabeth,83,43,SWE,1+2+0+1,4,48:30.1
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,WEGER Benjamin,54,33,SUI,0+0+1+1,2,53:05.7
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,NEDZA-KUBINIEC Andrzej,67,56,POL,0+0,0,26:46.1
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,ROEISELAND Marte Olsbu,24,4,NOR,0+1,1,21:45.3
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,CHRISTIANSEN Vetle Sjaastad,15,7,NOR,1+1+0+0,2,33:08.7
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,HINZ Vanessa,12,3,GER,0+0 0+2,0+2,18:20.0
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,ELISEEV Matvey,17,4,RUS,0+0 0+1,0+1,19:05.6
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,IRWIN Deedra,85,81,USA,0+2,2,24:10.5
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,SCHWAIGER Julia,12,25,AUT,0+1+1+1,3,33:34.1
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,BRAISAZ-BOUCHET Justine,17,44,FRA,0+2+3+0,5,48:32.0
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,CLAUDE Florent,35,34,BEL,0+0+1+1,2,53:06.5
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,PIDRUCHNYI Dmytro,18,57,UKR,0+3,3,26:48.9
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,HERRMANN Denise,2,5,GER,0+1,1,21:59.1
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,JACQUELIN Emilien,39,8,FRA,0+0+0+2,2,33:11.5
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,PREUSS Franziska,13,3,GER,0+1 0+3,0+4,36:54.1
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,BABIKOV Anton,18,4,RUS,0+0 0+1,0+1,38:37.5
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,FROLINA Anna,52,82,KOR,2+1,3,24:11.5
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,DUNKLEE Susan,31,26,USA,0+0+0+2,2,33:34.8
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,LIE Lotte,64,45,BEL,0+0+0+1,1,48:33.1
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,EBERHARD Julian,34,35,AUT,2+0+1+0,3,53:08.3
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,SWEDEN,6,1,SWE,0+0 0+8,0+8,1:16:31.5
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,LABASTAU Mikita,60,58,BLR,1+0,1,26:54.0
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,DAVIDOVA Marketa,12,6,CZE,0+1,1,21:59.6
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,DALE Johannes,7,9,NOR,0+0+1+2,3,33:15.4
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,HAMMERSCHMIDT Maren,14,3,GER,0+2 0+2,0+4,55:48.8
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,LATYPOV Eduard,19,4,RUS,0+0 0+2,0+2,58:15.1
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,MOSER Nadia,86,83,CAN,0+2,2,24:13.3
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,BESCOND Anais,15,27,FRA,2+1+2+0,5,33:35.4
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,GASPARIN Elisa,46,46,SUI,0+1+0+2,3,48:41.4
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,DOMBROVSKI Karol,79,36,LTU,1+0+0+0,1,53:12.1
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,FEMLING Peppe,7,1,SWE,0+0 0+2,0+2,19:24.3
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,PRYMA Artem,49,59,UKR,2+1,3,26:55.5
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,ALIMBEKAVA Dzinara,31,7,BLR,0+1,1,22:01.5
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,FILLON MAILLET Quentin,30,10,FRA,1+0+1+0,2,33:18.1
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,HERRMANN Denise,15,3,GER,0+0 0+2,0+2,1:13:28.4
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,LOGINOV Alexander,20,4,RUS,0+0 0+3,0+3,1:17:29.0
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,LAARI Sanna,95,84,FIN,0+2,2,24:14.3
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,ZDOUC Dunja,17,28,AUT,1+0+0+2,3,33:36.2
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,SANFILIPPO Federica,36,47,ITA,0+3+0+0,3,48:42.1
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,PASHCHENKO Petr,70,37,RUS,0+0+0+1,1,53:13.5
Women 12.5km Mass Start,Biathlon Stadium Hochfilzen,2020-12-20T13:25:00Z,ROEISELAND Marte Olsbu,1,1,NOR,0+1+0+0,1,34:05.4
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,NELIN Jesper,8,1,SWE,0+0 0+1,0+1,38:37.8
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,MIKYSKA Tomas,101,60,CZE,0+1,1,26:57.3
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,ECKHOFF Tiril,88,8,NOR,0+2,2,22:12.3
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,BJOENTEGAARD Erlend,5,11,NOR,0+1+1+2,4,33:18.8
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,RUSSIA,31,4,RUS,0+3 2+8,2+11,1:15:15.8
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,ITALY,46,5,ITA,0+5 0+3,0+8,1:17:58.0
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,LIGHTFOOT Amanda,16,85,GBR,1+1,2,24:14.5
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,SOLA Hanna,45,29,BLR,0+2+2+1,5,33:44.3
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,KUKLINA Larisa,32,48,RUS,0+1+1+0,2,48:45.7
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,CHRISTIANSEN Vetle Sjaastad,44,38,NOR,0+1+1+2,4,53:18.9
Women 12.5km Mass Start,Biathlon Stadium Hochfilzen,2020-12-20T13:25:00Z,ECKHOFF Tiril,5,2,NOR,0+0+1+0,1,34:19.4
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,PONSILUOMA Martin,9,1,SWE,0+0 0+3,0+3,57:39.6
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,STVRTECKY Jakub,72,61,CZE,2+1,3,27:00.2
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,SEMERENKO Valentina,14,9,UKR,0+0,0,22:13.0
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,BOE Tarjei,1,12,NOR,3+0+0+2,5,33:28.1
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,PAVLOVA Evgeniya,32,4,RUS,0+2 0+2,0+4,18:36.1
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,BIONAZ Didier,47,5,ITA,0+2 0+0,0+2,19:50.9
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,LEHTLA Kadri,97,86,EST,0+1,1,24:14.8
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,KRUCHINKINA Elena,29,30,BLR,0+0+1+2,3,33:52.3
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,AVVAKUMOVA Ekaterina,94,49,KOR,0+0+0+1,1,48:48.3
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,DOHERTY Sean,40,39,USA,0+0+2+0,2,53:25.1
Women 12.5km Mass Start,Biathlon Stadium Hochfilzen,2020-12-20T13:25:00Z,WIERER Dorothea,7,3,ITA,0+0+1+0,1,34:32.3
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,SAMUELSSON Sebastian,10,1,SWE,0+0 0+2,0+2,1:16:31.5
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,PASHCHENKO Petr,78,62,RUS,1+1,2,27:01.0
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,MIRONOVA Svetlana,49,10,RUS,0+1,1,22:15.2
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,EDER Simon,41,13,AUT,0+0+0+0,0,33:31.7
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,KAZAKEVICH Irina,33,4,RUS,0+0 0+3,0+3,37:24.1
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,HOFER Lukas,48,5,ITA,0+1 0+1,0+2,38:51.3
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,SCHNEIDER Sophia,94,87,GER,1+2,3,24:19.6
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,KNOTTEN Karoline Offigstad,22,31,NOR,1+1+1+1,4,33:57.1
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,BELCHENKO Yelizaveta,66,50,KAZ,0+0+0+0,0,48:53.3
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,KUEHN Johannes,10,40,GER,1+1+0+1,3,53:31.6
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,FRANCE,1,1,FRA,0+2 0+1,0+3,39:04.8
Women 12.5km Mass Start,Biathlon Stadium Hochfilzen,2020-12-20T13:25:00Z,DAVIDOVA Marketa,12,4,CZE,0+0+0+1,1,34:38.4
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,NORWAY,1,2,NOR,0+2 1+9,1+11,1:16:37.2
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,FINELLO Jeremy,38,63,SUI,2+3,5,27:03.3
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,TANDREVOLD Ingrid Landmark,25,11,NOR,0+2,2,22:18.1
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,PONSILUOMA Martin,9,14,SWE,2+1+2+1,6,33:32.9
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,MIRONOVA Svetlana,34,4,RUS,0+1 2+3,2+4,57:29.8
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,BORMOLINI Thomas,49,5,ITA,0+0 0+1,0+1,58:23.6
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T12:40:00Z,KLIMINA Darya,69,88,KAZ,0+2,2,24:29.3
Women 10km Pursuit,Biathlon Stadium Kontiolahti,2020-12-06T14:15:00Z,HETTICH Janina,39,32,GER,0+0+2+0,2,34:04.0
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,RIEDER Christina,7,51,AUT,2+0+0+0,2,49:01.2
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,ERMITS Kalev,45,41,EST,0+1+1+0,2,53:36.5
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,SIMON Julia,2,1,FRA,0+0 0+0,0+0,9:29.7
Women 12.5km Mass Start,Biathlon Stadium Hochfilzen,2020-12-20T13:25:00Z,HERRMANN Denise,11,5,GER,1+1+0+0,2,34:42.0
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,LAEGREID Sturla Holm,2,2,NOR,0+0 0+2,0+2,19:16.3
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,ZAHKNA Rene,36,64,EST,0+2,2,27:13.5
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,SCHWAIGER Julia,33,12,AUT,0+0,0,22:18.6
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,DESTHIEUX Simon,12,15,FRA,0+2+1+1,4,33:32.9
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,KAISHEVA Uliana,35,4,RUS,0+0 0+0,0+0,1:15:15.8
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,WINDISCH Dominik,50,5,ITA,0+2 0+1,0+3,1:17:58.0
